dataset,pair,model,metric,segment_id,score
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,115,62.703451565534465
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,143,58.35934945257289
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,230,100.0
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,252,50.960877223078626
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,287,40.765718316799216
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,692,68.4854510727063
wmt24pp,en-de_DE,hy-mt2-1.8b,chrf++,797,56.60223974156769
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,1,18.390208557742397
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,2,45.97577292704062
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,3,42.35189775574327
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,4,44.28941688721285
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,5,47.14627368490468
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,6,47.98782066690664
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,7,30.071930779707188
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,8,21.627923707490307
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,9,28.215687178857085
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,10,57.480423637242666
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,11,22.31618068926664
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,12,76.29735279873118
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,13,66.93219352216985
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,14,64.64365234208968
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,15,50.41866923797517
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,16,46.614066923037065
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,17,60.16944241036857
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,18,50.00385876908141
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,19,100.00000000000004
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,20,6.754312828675709
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,21,43.13899920683452
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,22,41.29172639488724
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,23,39.40088880519505
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,24,47.38090761497475
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,25,57.68915743536928
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,26,22.0294066346937
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,27,37.8962797664996
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,28,37.40559044675443
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,29,42.951040355821654
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,30,46.38070285363276
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,31,49.16999788436627
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,32,40.84679651134354
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,33,57.99595741247136
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,34,42.72504939407504
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,35,43.8256857729659
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,36,50.64612783028471
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,37,50.3418072229847
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,38,40.129711451449886
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,39,6.896242107716467
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,40,25.45288558220137
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,41,38.11802535791876
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,42,32.9651296138932
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,43,57.67908748024402
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,44,20.054501299263908
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,45,38.79447577368692
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,46,26.780726850096496
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,47,23.27819615816565
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,48,54.756962419230526
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,49,29.641793738904063
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,50,42.184515831374746
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,51,43.29595072571438
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,52,39.814340140668016
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,53,41.887200726377685
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,54,14.095783382509069
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,55,27.54112805420393
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,56,20.507279826417147
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,57,27.11809872726276
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,58,28.018621578596463
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,59,71.32142252117818
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,60,26.560002334898705
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,61,51.01157052571188
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,62,11.356242411714856
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,63,54.57604012811976
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,64,55.09400758205624
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,65,23.02029229843619
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,66,19.72940627795883
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,67,47.67027242156529
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,68,42.55655306785216
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,69,43.66943911828687
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,70,38.137071003248906
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,71,26.131850305623914
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,72,53.14873644567513
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,73,33.69261366135914
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,74,42.14485278757979
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,75,42.59256702603105
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,76,62.45412573215644
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,77,46.142350129486054
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,78,21.48645763647505
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,79,11.57186924251428
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,80,41.87547508602727
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,81,60.62929208471123
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,82,27.909391269367916
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,83,50.136816198156254
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,84,26.147170340396475
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,85,51.8971547452445
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,86,70.4530757385876
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,87,39.34995962231129
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,88,37.91075107431174
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,89,35.2694993898777
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,90,35.530736308652486
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,91,43.36585452917666
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,92,39.76285530990138
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,93,22.487025478071956
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,94,23.462350320527996
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,95,26.494436270201984
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,96,35.16788804382258
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,97,31.224099261953167
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,98,35.43876805445559
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,99,31.049019138097815
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,100,42.85851602139565
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,101,29.02403510504388
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,102,25.772294506990857
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,103,33.15953027793109
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,104,24.437648998551445
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,105,33.2750317426398
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,106,30.00800050003142
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,107,27.454788880523495
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,108,22.06249904036677
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,109,9.550943268732272
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,110,43.87465552588604
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,111,29.999003235844302
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,112,36.145784998584205
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,113,68.48075777090853
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,114,38.81222582349288
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,115,39.23928266432041
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,116,33.84349604788091
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,117,58.85817524931685
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,118,46.70449800633835
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,119,52.66938131986365
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,120,16.451929399933107
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,121,50.33765572645208
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,122,38.01365006675738
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,123,44.27645838669666
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,124,51.20520561608908
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,125,49.19421027085546
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,126,16.778396480816266
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,127,29.858458190882967
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,128,29.938977970039225
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,129,35.13087821955896
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,130,53.24350588853731
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,131,49.38015541936677
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,132,78.25422900366438
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,133,42.06819479215203
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,134,41.55702928819469
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,135,58.93881660364274
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,136,37.39815863653896
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,137,46.87871660226403
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,138,40.16655669565136
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,139,33.24472890179694
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,140,37.77018775499837
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,141,28.23793029859214
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,142,49.20274515385507
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,143,40.29579008919417
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,144,69.15630554321592
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,145,22.80318557888092
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,146,35.535550384867044
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,147,41.23855261385294
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,148,44.72775059832613
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,149,44.03220011537094
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,150,12.422026887160053
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,151,42.86017334658305
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,152,41.5837404228285
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,153,34.047955911039296
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,154,33.848314626330755
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,155,45.372365197359755
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,156,18.115842092673805
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,157,40.62418084542307
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,158,28.143929378635036
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,159,30.509752160562883
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,160,49.99999999999999
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,161,64.31870218238025
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,162,0.0
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,163,42.7287006396234
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,164,59.460355750136046
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,165,5.847275578505034
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,166,10.091554247896084
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,168,42.7287006396234
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,169,6.27465531099474
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,170,34.95238055132917
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,171,29.263506261617103
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,172,22.61216470320596
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,173,58.165725312143145
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,174,46.1773330593158
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,175,52.960749334062214
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,176,29.071536848410968
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,177,41.670798098966635
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,178,15.435109972796836
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,179,16.88502300099971
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,180,23.20005155402688
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,181,16.9135270874178
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,182,21.718942846230693
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,183,27.48254571080018
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,184,36.4315358015071
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,185,40.981022318775615
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,186,32.863638956893936
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,187,35.85144330039081
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,188,37.868117902707674
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,189,18.99589214128981
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,190,41.58824039167686
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,191,34.82678936862967
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,192,53.05413548466577
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,193,44.42698005608944
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,194,65.80370064762461
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,195,55.79235335264043
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,196,21.109829697452824
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,197,21.142141714303076
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,198,10.590601824491548
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,199,15.464260451973765
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,200,39.191457797653264
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,201,10.352664426876094
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,202,43.81255847528386
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,203,47.752516628214735
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,204,66.06328636027612
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,205,80.3154665668484
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,206,59.195310512489776
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,207,16.153228406487216
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,208,30.130404892785684
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,209,29.89950354998137
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,210,21.69036580827914
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,211,36.4033655810156
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,212,53.61822772134724
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,213,28.254432923044853
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,214,37.596635294670186
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,215,38.49742634318482
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,216,84.64817248906144
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,217,32.46679154750989
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,218,5.669791110976001
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,219,9.030367376343264
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,220,34.38931217657843
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,221,61.019504321125766
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,222,4.8312524369621626
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,223,4.990049701936832
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,224,53.03624596095554
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,225,12.43688415824066
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,226,57.038151820481765
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,227,34.0948333860569
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,228,16.233395773754946
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,229,62.05756934109381
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,230,10.682175159905851
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,231,6.567274736060395
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,232,44.12484512922978
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,233,43.47208719449914
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,234,11.7115784064309
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,235,33.922859252528156
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,236,54.48882735535204
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,237,57.63858141417543
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,238,34.873960796164674
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,239,41.531041944447395
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,240,72.05815373945799
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,241,2.7178901196360052
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,242,38.1888341320762
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,243,49.62313578648305
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,244,38.57490577841696
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,245,43.49797095530298
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,246,28.894780798356784
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,247,35.17603505818593
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,248,47.75066955525431
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,249,21.651956746181053
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,250,24.93691813423424
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,251,7.470089463873419
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,252,16.219748681741688
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,253,33.380800216772975
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,254,49.99999999999999
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,255,27.73499689316241
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,256,4.065425428798724
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,258,28.05155032016294
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,259,75.06238537503395
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,260,10.552670315936318
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,261,40.21461276856063
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,263,11.697236270155804
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,264,50.81327481546147
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,266,12.846189726767715
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,268,30.145280436636924
wmt24pp,en-es_MX,hy-mt2-1.8b,bleu,269,47.87725471995895
